canonical_facility_id,facility_name,facility_type,facility_subtype,operator,state,district,latitude,longitude,capacity_mw,primary_fuel,commissioning_year,closure_year,source_manual,source_wri,source_osm,verification_status,geometry_source
FAC_IND_STR_097      ,Karur Depot (BPCL)                                                    ,storage_terminal     ,NA                                                                                    ,BPCL                                                                                                               ,Tamil Nadu       ,Karur                        ,10.9896         ,78.0394         ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_STR_098      ,Karur Depot (HPCL)                                                    ,storage_terminal     ,NA                                                                                    ,HPCL                                                                                                               ,Tamil Nadu       ,Karur                        ,10.9896         ,78.0394         ,NA         ,NA          ,,,True         ,False     ,False,verified           ,point_only
FAC_IND_STR_099      ,Madurai Depot (HPCL)                                                  ,storage_terminal     ,NA                                                                                    ,HPCL                                                                                                               ,Tamil Nadu       ,Madurai                      ,9.851073       ,78.032257       ,NA         ,NA          ,,,True         ,False     ,False,verified           ,point_only
FAC_IND_STR_100      ,Madurai Depot (IOCL)                                                  ,storage_terminal     ,NA                                                                                    ,IOCL                                                                                                               ,Tamil Nadu       ,Madurai                      ,9.849898       ,78.029136       ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_STR_101      ,Sankari Depot (IOCL)                                                  ,storage_terminal     ,NA                                                                                    ,IOCL                                                                                                               ,Tamil Nadu       ,Salem                        ,11.438745       ,77.87192        ,NA         ,NA          ,,,True         ,False     ,True,probable           ,mapped_polygon
FAC_IND_STR_102      ,Tirunelveli Depot (BPCL)                                              ,storage_terminal     ,NA                                                                                    ,BPCL                                                                                                               ,Tamil Nadu       ,Tirunelveli                  ,8.738261       ,77.707214       ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_STR_103      ,Tirunelveli Depot (HPCL)                                              ,storage_terminal     ,NA                                                                                    ,HPCL                                                                                                               ,Tamil Nadu       ,Tirunelveli                  ,8.740559       ,77.707506       ,NA         ,NA          ,,,True         ,False     ,False,verified           ,point_only
FAC_IND_STR_104      ,Trichy Depot (IOCL)                                                   ,storage_terminal     ,NA                                                                                    ,IOCL                                                                                                               ,Tamil Nadu       ,Tiruchirappalli              ,10.776313       ,78.836796       ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_STR_105      ,Hyderabad Terminal (IOCL)                                             ,storage_terminal     ,NA                                                                                    ,IOCL                                                                                                               ,Telangana        ,Hyderabad                    ,17.451743       ,78.600973       ,NA         ,NA          ,,,True         ,False     ,True,verified           ,mapped_polygon
FAC_IND_STR_106      ,Malkapur POL Terminal (IOCL)                                          ,storage_terminal     ,NA                                                                                    ,IOCL                                                                                                               ,Telangana        ,Yadadri Bhuvanagiri          ,17.285207       ,78.799568       ,NA         ,NA          ,,,True         ,False     ,False,verified           ,point_only
FAC_IND_STR_107      ,Ramagundam Depot (HPCL)                                               ,storage_terminal     ,NA                                                                                    ,HPCL                                                                                                               ,Telangana        ,Peddapalli                   ,18.74406        ,79.431768       ,NA         ,NA          ,,,True         ,False     ,False,verified           ,point_only
FAC_IND_STR_108      ,Secunderabad Terminal (HPCL)                                          ,storage_terminal     ,NA                                                                                    ,HPCL                                                                                                               ,Telangana        ,Medchal-Malkajgiri           ,17.45895        ,78.71622        ,NA         ,NA          ,,,True         ,False     ,False,verified           ,point_only
FAC_IND_STR_109      ,Suryapet Terminal (HPCL)                                              ,storage_terminal     ,NA                                                                                    ,HPCL                                                                                                               ,Telangana        ,Suryapet                     ,17.0859333348715,79.6653836657596,NA         ,NA          ,,,True         ,False     ,False,verified           ,point_only
FAC_WRI_0019         ,BAGALKOT ICP                                                          ,thermal_power_plant  ,biomass                                                                               ,Indian Power ltd                                                                                                   ,Karnataka        ,Mudhola taluku               ,16.2804         ,75.225          ,28.0       ,Biomass     ,,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0032         ,BASIN BRIDGE GT                                                       ,thermal_power_plant  ,gas                                                                                   ,NA                                                                                                                 ,Tamil Nadu       ,Chennai                      ,13.1021         ,80.2682         ,120.0      ,Gas         ,1996.0,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0034         ,BELGAUM UGAR                                                          ,thermal_power_plant  ,biomass                                                                               ,Ugar Works ltd                                                                                                     ,Karnataka        ,Kagawada taluku              ,16.6505         ,74.8209         ,22.8       ,Biomass     ,,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0035         ,BELLAD-BAGEWADI                                                       ,thermal_power_plant  ,biomass                                                                               ,Vishwanath Sugars ltd                                                                                              ,Karnataka        ,Hukkeri taluk                ,16.2774         ,74.7111         ,15.0       ,Biomass     ,,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0036         ,BELLARY HOTHUR                                                        ,thermal_power_plant  ,coal                                                                                  ,Hothur Pvt ltd                                                                                                     ,Karnataka        ,Kurugodu taluk               ,15.1831         ,76.7909         ,10.0       ,Coal        ,,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0037         ,BELLARY JANKI                                                         ,thermal_power_plant  ,coal                                                                                  ,Janki Corp ltd                                                                                                     ,Karnataka        ,Bellary taluk                ,15.1777         ,77.1036         ,18.0       ,Coal        ,,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0038         ,BHADRAVATI MILL                                                       ,thermal_power_plant  ,coal                                                                                  ,Mysore Mills ltd                                                                                                   ,Karnataka        ,Bhadravati taluk             ,13.8274         ,75.7131         ,41.0       ,Coal        ,,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0053         ,BRAMHAPURAM DG                                                        ,thermal_power_plant  ,oil                                                                                   ,NA                                                                                                                 ,Kerala           ,Kunnathunad                  ,9.9975         ,76.3744         ,60.0       ,Oil         ,1997.0,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0054         ,BSES Kerala CCGT                                                      ,thermal_power_plant  ,gas                                                                                   ,NA                                                                                                                 ,Kerala           ,Paravur                      ,10.074          ,76.3188         ,165.0      ,Gas         ,1999.0,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0066         ,CORE GREEN SUGAR                                                      ,thermal_power_plant  ,biomass                                                                               ,Core Fuels ltd                                                                                                     ,Karnataka        ,Wadagera taluku              ,16.5471         ,77.0825         ,24.0       ,Biomass     ,,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0071         ,DAMODARAM SANJEEVAIAH                                                 ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Andhra Pradesh   ,Muthukur                     ,14.3444         ,80.1264         ,1600.0     ,Coal        ,2014.0,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0072         ,DANAPUR BMM                                                           ,thermal_power_plant  ,coal                                                                                  ,Bmm Pvt ltd                                                                                                        ,Karnataka        ,Hosapete taluk               ,15.1707         ,76.377          ,25.0       ,Coal        ,,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0074         ,DAVANGERE MILL                                                        ,thermal_power_plant  ,biomass                                                                               ,Davangere Co ltd                                                                                                   ,Karnataka        ,Davanagere Taluku            ,14.3277         ,75.8808         ,24.0       ,Biomass     ,,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0083         ,DUGGAVATHI MILL                                                       ,thermal_power_plant  ,biomass                                                                               ,Shamanur Sugars ltd                                                                                                ,Karnataka        ,Harapanahalli taluku         ,14.6284         ,75.8448         ,22.0       ,Biomass     ,,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0087         ,Dandeli Mill                                                          ,thermal_power_plant  ,gas                                                                                   ,West Coast Paper Mills Ltd.                                                                                        ,Karnataka        ,Dandeli taluku               ,15.2529         ,74.6283         ,20.0       ,Gas         ,,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0097         ,GAUTAMI CCCP                                                          ,thermal_power_plant  ,gas                                                                                   ,NA                                                                                                                 ,Andhra Pradesh   ,Samalkota                    ,17.0386         ,82.1286         ,468.57     ,Gas         ,2008.0,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0102         ,GODAVARI GT                                                           ,thermal_power_plant  ,gas                                                                                   ,NA                                                                                                                 ,Andhra Pradesh   ,Kothapalle                   ,17.0587         ,82.3097         ,205.24     ,Gas         ,1997.0,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0105         ,GREL CCPP (RAJAMUNDRY)                                                ,thermal_power_plant  ,gas                                                                                   ,NA                                                                                                                 ,Andhra Pradesh   ,Kadiam                       ,16.9248         ,81.8111         ,768.0      ,Gas         ,2015.0,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0106         ,GULBARGA CEMENT                                                       ,thermal_power_plant  ,coal                                                                                  ,Orient Cement ltd                                                                                                  ,Karnataka        ,Chitapura taluku             ,17.1084         ,77.1325         ,55.0       ,Coal        ,,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0109         ,HAVALGA SUGAR                                                         ,thermal_power_plant  ,biomass                                                                               ,Shree Sugars ltd                                                                                                   ,Karnataka        ,Afzalpura taluku             ,17.1202         ,76.4004         ,25.5       ,Biomass     ,,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0113         ,HIRIYUR BIOMASS                                                       ,thermal_power_plant  ,biomass                                                                               ,Rk Pvt ltd                                                                                                         ,Karnataka        ,Hiriyuru taluk               ,13.9808         ,76.6279         ,25.0       ,Biomass     ,,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0121         ,ITPCL TPP                                                             ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Tamil Nadu       ,Bhuvanagiri                  ,11.5214         ,79.7515         ,1200.0     ,Coal        ,2015.0,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0128         ,JEGURUPADU GT                                                         ,thermal_power_plant  ,gas                                                                                   ,NA                                                                                                                 ,Andhra Pradesh   ,Kadiam                       ,16.9312         ,81.86           ,445.674    ,Gas         ,2003.0,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0131         ,KAKATIYA TPP                                                          ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Telangana        ,Ghanapur Mulug mandal        ,18.3835         ,79.8265         ,1100.0     ,Coal        ,2012.0,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0132         ,KALLUR GRINDING                                                       ,thermal_power_plant  ,coal                                                                                  ,Chettinad Corp ltd                                                                                                 ,Karnataka        ,Chincholi taluku             ,17.3821         ,77.4389         ,30.0       ,Coal        ,,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0136         ,KARAIKAL                                                              ,thermal_power_plant  ,gas                                                                                   ,NA                                                                                                                 ,Puducherry       ,Karaikal Taluk               ,10.9325         ,79.8216         ,32.5       ,Gas         ,2000.0,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0137         ,KARUPPUR GT                                                           ,thermal_power_plant  ,gas                                                                                   ,NA                                                                                                                 ,Tamil Nadu       ,Thiruvidaimarudur            ,11.1208         ,79.5287         ,119.8      ,Gas         ,2005.0,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0139         ,KASARGODE DG                                                          ,thermal_power_plant  ,oil                                                                                   ,NA                                                                                                                 ,Kerala           ,Kasaragod                    ,12.4837         ,74.9929         ,21.84      ,Oil         ,1998.0,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0144         ,KAYAM KULAM GT                                                        ,thermal_power_plant  ,gas                                                                                   ,NA                                                                                                                 ,Kerala           ,Karthikappally               ,9.2404         ,76.4283         ,350.0      ,Gas         ,1998.0,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0145         ,KCSF SANGUR                                                           ,thermal_power_plant  ,biomass                                                                               ,Gm Energy ltd                                                                                                      ,Karnataka        ,Haveri taluku                ,14.7753         ,75.3131         ,18.0       ,Biomass     ,,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0148         ,KM DODDI SUGAR                                                        ,thermal_power_plant  ,biomass                                                                               ,Sri Sugars ltd                                                                                                     ,Karnataka        ,Madduru taluk                ,12.4806         ,77.0411         ,26.0       ,Biomass     ,,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0150         ,KOJIKODE DG                                                           ,thermal_power_plant  ,oil                                                                                   ,NA                                                                                                                 ,Kerala           ,Kozhikode                    ,11.2054         ,75.8067         ,96.0       ,Oil         ,1999.0,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0155         ,KOLLEGAL SUGAR                                                        ,thermal_power_plant  ,biomass                                                                               ,Bannari Sugars ltd                                                                                                 ,Karnataka        ,Nanjanagudu taluk            ,12.1056         ,76.7606         ,16.0       ,Biomass     ,,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0156         ,KONASEEMA CCCP                                                        ,thermal_power_plant  ,gas                                                                                   ,NA                                                                                                                 ,Andhra Pradesh   ,Ravulapalem                  ,16.7346         ,81.8622         ,445.0      ,Gas         ,2009.0,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0157         ,KONDAPALLI GT                                                         ,thermal_power_plant  ,gas                                                                                   ,NA                                                                                                                 ,Andhra Pradesh   ,G.Konduru                    ,16.64           ,80.5504         ,1458.0     ,Gas         ,2009.0,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0158         ,KOPPA SUGAR                                                           ,thermal_power_plant  ,biomass                                                                               ,Nsl Sugars ltd                                                                                                     ,Karnataka        ,Madduru taluk                ,12.702          ,76.9787         ,26.0       ,Biomass     ,,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0159         ,KOPPAL HKMP                                                           ,thermal_power_plant  ,coal                                                                                  ,Hare Pvt ltd                                                                                                       ,Karnataka        ,Koppala taluku               ,15.316          ,76.2507         ,12.0       ,Coal        ,,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0166         ,KOVILKALAPPAL                                                         ,thermal_power_plant  ,gas                                                                                   ,NA                                                                                                                 ,Tamil Nadu       ,Mannargudi                   ,10.5415         ,79.4507         ,107.88     ,Gas         ,2001.0,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0167         ,KUDGI                                                                 ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Karnataka        ,Kolahara Taluku              ,16.4994         ,75.8349         ,2400.0     ,Coal        ,2017.0,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0168         ,KUNDARGI MILL                                                         ,thermal_power_plant  ,biomass                                                                               ,Gem Sugars ltd                                                                                                     ,Karnataka        ,Bilagi                       ,16.2651         ,75.5302         ,16.5       ,Biomass     ,,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0171         ,KUTTALAM GT                                                           ,thermal_power_plant  ,gas                                                                                   ,NA                                                                                                                 ,Tamil Nadu       ,Kuthalam                     ,11.076          ,79.57           ,101.0      ,Gas         ,2003.0,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0173         ,K_GUDEM                                                               ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Telangana        ,Palvancha mandal             ,17.6219         ,80.6936         ,720.0      ,Coal        ,1972.0,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0174         ,K_GUDEM NEW                                                           ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Telangana        ,Palvancha mandal             ,17.6219         ,80.6936         ,1800.0     ,Coal        ,2010.0,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0188         ,MANGALORE REFINERY                                                    ,thermal_power_plant  ,gas                                                                                   ,Mangalore & petrochem                                                                                              ,Karnataka        ,Mangaluru taluk              ,12.9821         ,74.8496         ,166.5      ,Gas         ,,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0195         ,MELAMARUTHUR (MUTHIARA)                                               ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Tamil Nadu       ,Ottapidaram                  ,8.9159         ,78.1374         ,1200.0     ,Coal        ,2015.0,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0196         ,METTUR                                                                ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Tamil Nadu       ,Mettur                       ,11.7696         ,77.8138         ,840.0      ,Coal        ,1988.0,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0197         ,METTUR TPS EXT                                                        ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Tamil Nadu       ,Mettur                       ,11.7696         ,77.8138         ,600.0      ,Coal        ,2012.0,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0202         ,MUDHOL CEMENT                                                         ,thermal_power_plant  ,coal                                                                                  ,Jk Cement ltd                                                                                                      ,Karnataka        ,Mudhola taluku               ,16.2017         ,75.3005         ,50.0       ,Coal        ,,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0208         ,MUNOLI DISTILLERY                                                     ,thermal_power_plant  ,biomass                                                                               ,Shree Sugars ltd                                                                                                   ,Karnataka        ,Savadatti taluku             ,15.8555         ,75.1002         ,11.2       ,Biomass     ,,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0224         ,NEYVELI FST EXT                                                       ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Tamil Nadu       ,Virudhachalam                ,11.5887         ,79.4611         ,420.0      ,Coal        ,2002.0,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0225         ,NEYVELI ST I                                                          ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Tamil Nadu       ,Panruti                      ,11.5893         ,79.4704         ,600.0      ,Coal        ,1966.0,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0226         ,NEYVELI ST II                                                         ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Tamil Nadu       ,Virudhachalam                ,11.5576         ,79.4417         ,1470.0     ,Coal        ,1989.0,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0227         ,NEYVELI TPS EXP -II                                                   ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Tamil Nadu       ,Virudhachalam                ,11.5534         ,79.4408         ,500.0      ,Coal        ,2013.0,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0228         ,NEYVELI TPS(Z)                                                        ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Tamil Nadu       ,Virudhachalam                ,11.5401         ,79.4159         ,250.0      ,Coal        ,2002.0,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0232         ,NORTH CHENNAI                                                         ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Tamil Nadu       ,Ponneri                      ,13.245          ,80.3257         ,630.0      ,Coal        ,1995.0,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0233         ,NORTH CHENNAI EXTENSION                                               ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Tamil Nadu       ,Ponneri                      ,13.245          ,80.3257         ,1200.0     ,Coal        ,2013.0,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0235         ,P.NALLUR CCGT                                                         ,thermal_power_plant  ,gas                                                                                   ,NA                                                                                                                 ,Tamil Nadu       ,Tharangambadi                ,11.0749         ,79.834          ,330.5      ,Gas         ,2001.0,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0237         ,PAINAMPURAM                                                           ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Andhra Pradesh   ,Thotapalligudur              ,14.3512         ,80.1431         ,1320.0     ,Coal        ,2015.0,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0247         ,PEDDAPURAM CCGT(Samalkot)                                             ,thermal_power_plant  ,gas                                                                                   ,NA                                                                                                                 ,Andhra Pradesh   ,Peddapuram                   ,17.0853         ,82.1283         ,220.0      ,Gas         ,2002.0,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0255         ,RAICHUR                                                               ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Karnataka        ,Rayachuru taluku             ,16.3532         ,77.3422         ,1720.0     ,Coal        ,1996.0,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0256         ,RAICHUR STEEL                                                         ,thermal_power_plant  ,coal                                                                                  ,Surana Industries ltd                                                                                              ,Karnataka        ,Rayachuru taluku             ,16.3027         ,77.3608         ,35.0       ,Coal        ,,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0259         ,RAJASHREE CEMENT                                                      ,thermal_power_plant  ,coal                                                                                  ,Grasim Cement ltd                                                                                                  ,Karnataka        ,Sedam taluku                 ,17.1427         ,77.1749         ,38.5       ,Coal        ,,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0264         ,RAMANAGARAM MILL                                                      ,thermal_power_plant  ,biomass                                                                               ,Spr Pvt ltd                                                                                                        ,Karnataka        ,Ramanagara taluk             ,12.7145         ,77.4524         ,11.0       ,Biomass     ,,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0270         ,RAYAL SEEMA                                                           ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Andhra Pradesh   ,Yerraguntla                  ,14.704          ,78.4577         ,1650.0     ,Coal        ,2008.0,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0277         ,R_GUNDEM - B                                                          ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Telangana        ,Ramagundam mandal            ,18.7695         ,79.4494         ,62.5       ,Coal        ,1970.0,,False        ,True      ,True,probable           ,external_database_point
FAC_WRI_0278         ,R_GUNDEM STPS                                                         ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Telangana        ,Ramagundam mandal            ,18.7572         ,79.456          ,2600.0     ,Coal        ,1990.0,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0283         ,SAMALPATTI DG                                                         ,thermal_power_plant  ,oil                                                                                   ,NA                                                                                                                 ,Tamil Nadu       ,Pochampalli                  ,12.2995         ,78.4038         ,105.7      ,Oil         ,2001.0,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0284         ,SAMAYANALLUR DG                                                       ,thermal_power_plant  ,oil                                                                                   ,NA                                                                                                                 ,Tamil Nadu       ,Madurai North                ,9.9751         ,78.0445         ,106.0      ,Oil         ,2001.0,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0285         ,SAMEERWADI MILL                                                       ,thermal_power_plant  ,biomass                                                                               ,Godavari Mills ltd                                                                                                 ,Karnataka        ,Rabakavi Banahatti taluku    ,16.3918         ,75.0411         ,24.0       ,Biomass     ,,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0290         ,SANKESHWAR MILL                                                       ,thermal_power_plant  ,biomass                                                                               ,Shri Hiranyakeshi ssk                                                                                              ,Karnataka        ,Hukkeri taluk                ,16.2478         ,74.5003         ,26.0       ,Biomass     ,,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0296         ,SEMBCORP GAYATRI                                                      ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Andhra Pradesh   ,Muthukur                     ,14.351          ,80.1443         ,1320.0     ,Coal        ,2016.0,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0299         ,SHRI MALAPRABHA                                                       ,thermal_power_plant  ,biomass                                                                               ,Shri Malaprabha ssk                                                                                                ,Karnataka        ,Kitturu taluku               ,15.6933         ,74.7162         ,22.0       ,Biomass     ,,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0302         ,SIMHADRI                                                              ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Andhra Pradesh   ,Paravada                     ,17.591          ,83.0917         ,2000.0     ,Coal        ,2006.0,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0303         ,SIMHAPURI TPP                                                         ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Andhra Pradesh   ,Chillakur                    ,14.2133         ,80.0838         ,600.0      ,Coal        ,2013.0,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0304         ,SINGARENI TPP                                                         ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Telangana        ,Jaipur mandal                ,18.8372         ,79.5748         ,1200.0     ,Coal        ,2016.0,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0307         ,SITAPURAM POWER LIMITED                                               ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Andhra Pradesh   ,Jaggayyapeta                 ,16.8301         ,80.0407         ,43.0       ,Coal        ,2016.0,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0324         ,TANIR BAVI                                                            ,thermal_power_plant  ,gas                                                                                   ,NA                                                                                                                 ,Karnataka        ,Mangaluru taluk              ,12.9019         ,74.816          ,220.0      ,Gas         ,2001.0,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0327         ,THAMMINAPATNAM TPP                                                    ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Andhra Pradesh   ,Chillakur                    ,14.2133         ,80.0838         ,300.0      ,Coal        ,2012.0,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0333         ,TUNGABHADRA SUGAR                                                     ,thermal_power_plant  ,biomass                                                                               ,Nsl Sugars ltd                                                                                                     ,Karnataka        ,Siruguppa taluku             ,15.6609         ,76.8756         ,28.0       ,Biomass     ,,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0334         ,TUTICORIN                                                             ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Tamil Nadu       ,Thoothukkudi                 ,8.7635         ,78.1753         ,1050.0     ,Coal        ,1984.0,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0335         ,TUTICORIN JV                                                          ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Tamil Nadu       ,Thoothukkudi                 ,8.7603         ,78.1699         ,1000.0     ,Coal        ,2015.0,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0336         ,TUTICORIN- IND BARATH                                                 ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Tamil Nadu       ,Thoothukkudi                 ,8.7635         ,78.1753         ,300.0      ,Coal        ,2013.0,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0338         ,UDUPI TPP                                                             ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Karnataka        ,Kapu taluku                  ,13.1596         ,74.8002         ,1200.0     ,Coal        ,2010.0,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0345         ,VALANTHARVI GT                                                        ,thermal_power_plant  ,gas                                                                                   ,NA                                                                                                                 ,Tamil Nadu       ,Ramanathapuram               ,9.3279         ,78.9215         ,52.8       ,Gas         ,2005.0,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0346         ,VALLUR ntpc/ntecl                                                     ,thermal_power_plant  ,coal                                                                                  ,NA                                                                                                                 ,Tamil Nadu       ,Ponneri                      ,13.2371         ,80.3023         ,1500.0     ,Coal        ,2013.0,,False        ,True      ,False,probable           ,external_database_point
FAC_WRI_0347         ,VALUTHUR GT                                                           ,thermal_power_plant  ,gas                                                                                   ,NA                                                                                                                 ,Tamil Nadu       ,Ramanathapuram               ,9.3484         ,78.9235         ,187.2      ,Gas         ,2005.0,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0350         ,VASAVADATTA CEMENT                                                    ,thermal_power_plant  ,coal                                                                                  ,Kesoram Industries ltd                                                                                             ,Karnataka        ,Sedam taluku                 ,17.1605         ,77.293          ,50.7       ,Coal        ,,,False        ,True      ,True,probable           ,mapped_polygon
FAC_WRI_0351         ,VEMAGIRI CCCP                                                         ,thermal_power_plant  ,gas                                                                                   ,NA                                                                                                                 ,Andhra Pradesh   ,Kadiam                       ,16.9238         ,81.8141         ,388.5      ,Gas         ,2006.0,,False        ,True      ,False,probable           ,external_database_point
